cotacaoCompra,cotacaoVenda,dataHoraCotacao,tipoBoletim
2.6939,2.6955,2010-07-14 17:35:38.813,Fechamento
2.6852,2.7009,2010-07-15 09:22:12.412,Abertura
2.6897,2.6933,2010-07-15 09:30:23.402,Intermediário
2.6998,2.7031,2010-07-15 10:00:56.597,Intermediário
2.6999,2.7034,2010-07-15 10:30:34.088,Intermediário
2.7103,2.7137,2010-07-15 11:02:57.263,Intermediário
2.7255,2.7287,2010-07-15 11:30:23.129,Intermediário
2.7171,2.7205,2010-07-15 12:25:12.058,Intermediário
2.7149,2.7181,2010-07-15 12:37:59.945,Intermediário
2.7203,2.7239,2010-07-15 13:00:27.662,Intermediário
2.7242,2.7276,2010-07-15 13:30:22.172,Intermediário
2.722,2.7256,2010-07-15 14:00:31.968,Intermediário
2.7212,2.7248,2010-07-15 14:30:21.542,Intermediário
2.7248,2.7282,2010-07-15 15:00:29.427,Intermediário
2.7316,2.735,2010-07-15 15:30:22.071,Intermediário
2.7262,2.7295,2010-07-15 16:00:30.636,Intermediário
2.7292,2.7326,2010-07-15 16:30:22.757,Fechamento Interbancário
2.7264,2.728,2010-07-15 17:44:55.679,Fechamento
2.7117,2.7272,2010-07-16 09:22:14.323,Abertura
2.7161,2.7195,2010-07-16 09:30:25.395,Intermediário
2.7158,2.7191,2010-07-16 10:00:27.249,Intermediário
2.7181,2.7215,2010-07-16 10:30:26.116,Intermediário
2.7253,2.7288,2010-07-16 11:00:31.839,Intermediário
2.7213,2.7247,2010-07-16 11:30:23.55,Intermediário
2.7287,2.7321,2010-07-16 12:00:47.646,Intermediário
2.7296,2.733,2010-07-16 12:31:24.577,Intermediário
2.7287,2.732,2010-07-16 13:00:30.731,Intermediário
2.73,2.7334,2010-07-16 13:30:20.328,Intermediário
2.7263,2.7297,2010-07-16 14:00:27.258,Intermediário
2.7271,2.7305,2010-07-16 14:30:19.494,Intermediário
2.7298,2.733,2010-07-16 15:01:37.815,Intermediário
2.73,2.7334,2010-07-16 15:30:19.839,Intermediário
2.7287,2.7321,2010-07-16 16:00:23.752,Intermediário
2.7232,2.727,2010-07-16 16:37:48.134,Fechamento Interbancário
2.7208,2.7227,2010-07-16 17:36:31.702,Fechamento
2.7095,2.7251,2010-07-19 09:04:14.642,Abertura
2.7053,2.7088,2010-07-19 09:30:26.628,Intermediário
2.7066,2.71,2010-07-19 10:00:27.766,Intermediário
2.7062,2.7094,2010-07-19 10:30:39.035,Intermediário
2.7033,2.7067,2010-07-19 11:00:29.058,Intermediário
2.7051,2.7085,2010-07-19 11:30:24.798,Intermediário
2.7148,2.718,2010-07-19 12:01:29.906,Intermediário
2.7164,2.7198,2010-07-19 12:30:19.212,Intermediário
2.7156,2.719,2010-07-19 13:00:27.956,Intermediário
2.7186,2.7222,2010-07-19 13:30:21.762,Intermediário
2.7186,2.722,2010-07-19 15:57:00.68,Intermediário
2.7194,2.723,2010-07-19 16:00:29.773,Intermediário
2.7234,2.7268,2010-07-19 16:08:10.329,Intermediário
2.7206,2.7242,2010-07-19 16:12:48.293,Intermediário
2.7195,2.7229,2010-07-19 16:18:48.474,Intermediário
2.716,2.7195,2010-07-19 16:30:21.773,Fechamento Interbancário
2.7169,2.7186,2010-07-19 17:36:16.289,Fechamento
2.7199,2.7354,2010-07-20 09:29:52.86,Abertura
2.7208,2.724,2010-07-20 09:31:22.459,Intermediário
2.7165,2.7199,2010-07-20 10:02:15.403,Intermediário
2.7187,2.722,2010-07-20 10:31:29.398,Intermediário
2.7142,2.7174,2010-07-20 11:01:19.555,Intermediário
2.715,2.7184,2010-07-20 11:30:22.013,Intermediário
2.7127,2.7161,2010-07-20 12:00:24.135,Intermediário
2.7133,2.7167,2010-07-20 12:30:16.627,Intermediário
2.7143,2.7177,2010-07-20 13:00:17.992,Intermediário
2.7172,2.7208,2010-07-20 13:30:17.784,Intermediário
2.7194,2.7228,2010-07-20 14:00:21.087,Intermediário
2.7187,2.7222,2010-07-20 14:30:14.112,Intermediário
2.706,2.7092,2010-07-20 15:00:15.956,Intermediário
2.7077,2.7113,2010-07-20 15:30:15.071,Intermediário
2.7046,2.708,2010-07-20 16:00:17.211,Intermediário
2.706,2.7093,2010-07-20 16:30:14.14,Fechamento Interbancário
2.717,2.7184,2010-07-20 17:45:53.84,Fechamento
2.6973,2.7129,2010-07-21 09:12:10.171,Abertura
2.7012,2.7048,2010-07-21 09:30:20.384,Intermediário
2.6946,2.698,2010-07-21 10:00:16.495,Intermediário
2.6922,2.6956,2010-07-21 10:30:15.188,Intermediário
2.6969,2.7003,2010-07-21 11:00:18.142,Intermediário
2.6963,2.6997,2010-07-21 11:43:04.502,Intermediário
2.6971,2.7005,2010-07-21 12:00:17.467,Intermediário
2.6966,2.7,2010-07-21 12:30:17.651,Intermediário
2.6963,2.6997,2010-07-21 13:00:19.702,Intermediário
2.6953,2.6987,2010-07-21 13:30:14.198,Intermediário
2.6913,2.6947,2010-07-21 14:00:15.592,Intermediário
2.6937,2.6971,2010-07-21 14:30:14.902,Intermediário
2.6951,2.6984,2010-07-21 15:07:01.785,Intermediário
2.6969,2.7001,2010-07-21 15:30:20.157,Intermediário
2.6988,2.7022,2010-07-21 16:00:18.423,Intermediário
2.7015,2.7047,2010-07-21 16:33:40.169,Fechamento Interbancário
2.6921,2.6935,2010-07-21 17:58:05.911,Fechamento
2.6922,2.7078,2010-07-22 09:08:11.868,Abertura
2.6998,2.7032,2010-07-22 09:32:45.485,Intermediário
2.6989,2.7021,2010-07-22 10:03:47.543,Intermediário
2.7004,2.7038,2010-07-22 10:30:18.08,Intermediário
2.6929,2.6963,2010-07-22 11:00:16.695,Intermediário
2.6888,2.6923,2010-07-22 11:30:15.235,Intermediário
2.6851,2.6883,2010-07-22 12:00:19.675,Intermediário
2.6909,2.6943,2010-07-22 12:30:14.798,Intermediário
2.694,2.6974,2010-07-22 13:00:16.652,Intermediário
2.6914,2.6946,2010-07-22 13:30:15.02,Intermediário
2.6902,2.6934,2010-07-22 14:00:17.74,Intermediário
2.6866,2.69,2010-07-22 14:30:16.124,Intermediário
2.6865,2.6899,2010-07-22 15:00:16.52,Intermediário
2.6862,2.6896,2010-07-22 15:30:15.239,Intermediário
2.6834,2.6868,2010-07-22 16:00:17.195,Intermediário
2.687,2.6905,2010-07-22 16:30:15.248,Fechamento Interbancário
2.6918,2.6934,2010-07-22 17:36:45.011,Fechamento
2.6974,2.7133,2010-07-23 09:08:10.155,Abertura
2.707,2.7105,2010-07-23 09:30:15.792,Intermediário
2.709,2.7125,2010-07-23 10:00:17.507,Intermediário
2.7159,2.7194,2010-07-23 10:30:14.16,Intermediário
2.7116,2.7152,2010-07-23 11:00:16.773,Intermediário
2.7092,2.7128,2010-07-23 11:30:15.61,Intermediário
2.7126,2.7159,2010-07-23 12:00:15.574,Intermediário
2.7155,2.7189,2010-07-23 12:30:13.25,Intermediário
2.7156,2.7191,2010-07-23 13:00:15.217,Intermediário
2.7145,2.7178,2010-07-23 13:30:16.68,Intermediário
2.7145,2.7179,2010-07-23 14:00:14.646,Intermediário
2.712,2.7156,2010-07-23 14:30:16.645,Intermediário
2.7134,2.7168,2010-07-23 15:00:20.918,Intermediário
2.7129,2.7165,2010-07-23 15:30:14.848,Intermediário
2.7114,2.715,2010-07-23 16:00:16.074,Intermediário
2.7117,2.7153,2010-07-23 16:30:16.284,Fechamento Interbancário
2.7162,2.718,2010-07-23 17:37:29.135,Fechamento
2.734,2.7497,2010-07-26 09:23:08.132,Abertura
2.7375,2.7408,2010-07-26 09:30:23.336,Intermediário
2.7368,2.7401,2010-07-26 10:00:20.181,Intermediário
2.7337,2.7372,2010-07-26 10:30:18.701,Intermediário
2.7433,2.7467,2010-07-26 11:00:25.086,Intermediário
2.7386,2.742,2010-07-26 11:30:14.71,Intermediário
2.7391,2.7425,2010-07-26 12:00:18.339,Intermediário
2.7355,2.7389,2010-07-26 12:30:17.028,Intermediário
2.7388,2.7421,2010-07-26 13:00:16.762,Intermediário
2.7399,2.7433,2010-07-26 13:30:16.616,Intermediário
2.7357,2.7392,2010-07-26 14:02:31.818,Intermediário
2.7293,2.7328,2010-07-26 14:30:16.041,Intermediário
2.7297,2.7331,2010-07-26 15:00:19.231,Intermediário
2.7309,2.7343,2010-07-26 15:30:14.65,Intermediário
2.7313,2.735,2010-07-26 16:00:14.619,Intermediário
2.7335,2.7371,2010-07-26 16:30:14.719,Fechamento Interbancário
2.7352,2.7369,2010-07-26 17:35:33.309,Fechamento
2.7294,2.7453,2010-07-27 09:22:11.908,Abertura
2.7362,2.7396,2010-07-27 09:30:16.923,Intermediário
2.737,2.7403,2010-07-27 10:00:23.258,Intermediário
2.7349,2.7385,2010-07-27 10:30:21.832,Intermediário
2.7337,2.7373,2010-07-27 11:00:26.142,Intermediário
2.7404,2.7438,2010-07-27 11:30:20.558,Intermediário
2.7467,2.7501,2010-07-27 12:00:16.978,Intermediário
2.7454,2.749,2010-07-27 12:55:46.474,Intermediário
2.7419,2.7454,2010-07-27 13:00:17.721,Intermediário
2.7406,2.7439,2010-07-27 13:30:16.866,Intermediário
2.7472,2.7509,2010-07-27 14:00:21.106,Intermediário
2.7451,2.7486,2010-07-27 14:30:15.623,Intermediário
2.7502,2.7536,2010-07-27 15:00:18.397,Intermediário
2.7497,2.7531,2010-07-27 15:30:15.601,Intermediário
2.7554,2.7589,2010-07-27 16:00:27.436,Intermediário
2.7553,2.7589,2010-07-27 16:30:26.21,Fechamento Interbancário
2.7506,2.7524,2010-07-27 17:37:59.971,Fechamento
2.7478,2.7637,2010-07-28 09:22:10.736,Abertura
2.7549,2.7585,2010-07-28 09:30:14.336,Intermediário
2.7562,2.7596,2010-07-28 10:00:18.146,Intermediário
2.7572,2.7607,2010-07-28 10:30:14.481,Intermediário
2.759,2.7625,2010-07-28 11:00:14.911,Intermediário
2.7545,2.758,2010-07-28 11:30:14.074,Intermediário
2.7524,2.7557,2010-07-28 12:00:18.515,Intermediário
2.7525,2.756,2010-07-28 12:30:13.752,Intermediário
2.7503,2.7538,2010-07-28 13:00:15.1,Intermediário
2.751,2.7545,2010-07-28 13:30:12.694,Intermediário
2.7451,2.7487,2010-07-28 14:00:15.405,Intermediário
2.7411,2.7445,2010-07-28 14:30:14.31,Intermediário
2.7454,2.7489,2010-07-28 15:00:16.296,Intermediário
2.7468,2.7502,2010-07-28 15:30:13.105,Intermediário
2.7516,2.7551,2010-07-28 16:00:17.66,Intermediário
2.7556,2.759,2010-07-28 16:30:19.691,Fechamento Interbancário
2.7481,2.7497,2010-07-28 17:35:50.122,Fechamento
2.7413,2.7573,2010-07-29 09:10:14.561,Abertura
2.7548,2.7585,2010-07-29 09:30:15.736,Intermediário
2.747,2.7507,2010-07-29 10:00:16.109,Intermediário
2.7502,2.7537,2010-07-29 10:30:14.324,Intermediário
2.7587,2.7622,2010-07-29 11:07:52.639,Intermediário
2.7584,2.7618,2010-07-29 11:30:13.393,Intermediário
2.7522,2.7557,2010-07-29 12:00:16.914,Intermediário
2.7509,2.7544,2010-07-29 12:30:23.523,Intermediário
2.7509,2.7546,2010-07-29 13:00:17.368,Intermediário
2.7543,2.7579,2010-07-29 13:30:15.412,Intermediário
2.7537,2.7574,2010-07-29 14:00:15.556,Intermediário
2.7527,2.7562,2010-07-29 14:30:14.778,Intermediário
2.7533,2.7566,2010-07-29 15:00:20.22,Intermediário
2.7571,2.7608,2010-07-29 15:30:15.386,Intermediário
2.747,2.7505,2010-07-29 16:00:16.297,Intermediário
2.7481,2.7516,2010-07-29 16:30:15.205,Fechamento Interbancário
2.7551,2.7567,2010-07-29 17:42:42.695,Fechamento
2.7167,2.7326,2010-07-30 09:16:10.145,Abertura
2.741,2.7445,2010-07-30 09:30:16.367,Intermediário
2.7466,2.7501,2010-07-30 10:00:16.719,Intermediário
2.7466,2.7501,2010-07-30 10:30:18.055,Intermediário
2.7472,2.7507,2010-07-30 11:00:16.45,Intermediário
2.7542,2.7575,2010-07-30 11:30:15.488,Intermediário
2.7529,2.7562,2010-07-30 12:00:16.511,Intermediário
2.759,2.7625,2010-07-30 12:30:14.464,Intermediário
2.7636,2.7671,2010-07-30 13:00:15.259,Intermediário
2.7625,2.766,2010-07-30 13:30:16.326,Intermediário
2.759,2.7625,2010-07-30 14:00:18.621,Intermediário
2.7616,2.7649,2010-07-30 14:30:14.828,Intermediário
2.7618,2.7653,2010-07-30 15:00:18.243,Intermediário
2.7594,2.7628,2010-07-30 15:30:14.203,Intermediário
2.7546,2.7583,2010-07-30 16:00:16.797,Intermediário
2.7531,2.7567,2010-07-30 16:30:16.735,Fechamento Interbancário
2.7568,2.7586,2010-07-30 17:35:33.589,Fechamento
2.7607,2.7769,2010-08-02 09:30:02.267,Abertura
2.7674,2.7709,2010-08-02 09:34:05.171,Intermediário
2.7741,2.7776,2010-08-02 10:00:20.093,Intermediário
2.769,2.7725,2010-08-02 10:30:15.622,Intermediário
2.7746,2.7781,2010-08-02 11:00:20.216,Intermediário
2.7683,2.7718,2010-08-02 11:30:16.601,Intermediário
2.7769,2.7804,2010-08-02 12:00:20.245,Intermediário
2.773,2.7763,2010-08-02 12:30:13.24,Intermediário
2.7739,2.7772,2010-08-02 13:00:15.584,Intermediário
2.7748,2.7785,2010-08-02 13:30:14.296,Intermediário
2.7758,2.7792,2010-08-02 14:00:16.131,Intermediário
2.7758,2.7795,2010-08-02 14:30:15.595,Intermediário
2.7751,2.7788,2010-08-02 15:00:15.699,Intermediário
2.7804,2.7839,2010-08-02 15:30:13.791,Intermediário
2.7788,2.7823,2010-08-02 16:00:14.555,Intermediário
2.7792,2.7827,2010-08-02 16:30:14.259,Fechamento Interbancário
2.7777,2.7794,2010-08-02 17:45:04.31,Fechamento
2.7869,2.8031,2010-08-03 09:22:15.246,Abertura
2.7938,2.7975,2010-08-03 09:30:15.823,Intermediário
2.7946,2.7983,2010-08-03 10:00:46.42,Intermediário
2.7925,2.7959,2010-08-03 10:30:15.971,Intermediário
2.7991,2.803,2010-08-03 11:00:18.469,Intermediário
2.7993,2.8026,2010-08-03 11:30:15.043,Intermediário
2.8072,2.8107,2010-08-03 12:00:17.256,Intermediário
2.8033,2.807,2010-08-03 12:30:14.487,Intermediário
2.7975,2.8008,2010-08-03 13:00:16.506,Intermediário
2.7957,2.7993,2010-08-03 13:31:56.686,Intermediário
2.7961,2.7996,2010-08-03 14:00:17.257,Intermediário
2.8016,2.8053,2010-08-03 14:30:15.477,Intermediário
2.8023,2.8058,2010-08-03 15:00:15.82,Intermediário
2.7993,2.8028,2010-08-03 15:30:16.035,Intermediário
2.801,2.8047,2010-08-03 16:00:17.756,Intermediário
2.803,2.8067,2010-08-03 16:30:15.596,Fechamento Interbancário
2.8039,2.8057,2010-08-03 17:37:17.793,Fechamento
2.7898,2.8061,2010-08-04 09:24:10.935,Abertura
2.7966,2.8001,2010-08-04 09:30:14.082,Intermediário
2.7929,2.7966,2010-08-04 10:00:22.813,Intermediário
2.7927,2.7964,2010-08-04 10:30:16.517,Intermediário
2.7961,2.7996,2010-08-04 11:00:15.964,Intermediário
2.7924,2.7959,2010-08-04 11:30:16.576,Intermediário
2.7908,2.7944,2010-08-04 12:00:17.375,Intermediário
2.7905,2.7938,2010-08-04 12:30:19.668,Intermediário
2.7924,2.7959,2010-08-04 13:00:16.223,Intermediário
2.7926,2.7959,2010-08-04 13:30:14.621,Intermediário
2.7914,2.7949,2010-08-04 14:00:17.761,Intermediário
2.787,2.7907,2010-08-04 14:30:13.747,Intermediário
2.7896,2.7931,2010-08-04 15:00:20.384,Intermediário
2.7922,2.7958,2010-08-04 15:30:14.656,Intermediário
2.7931,2.7965,2010-08-04 16:19:12.032,Intermediário
2.7919,2.7954,2010-08-04 16:30:12.685,Fechamento Interbancário
2.7911,2.7927,2010-08-04 17:37:18.781,Fechamento
2.7749,2.7912,2010-08-05 09:22:10.502,Abertura
2.7852,2.789,2010-08-05 09:30:19.535,Intermediário
2.7869,2.7904,2010-08-05 10:00:16.469,Intermediário
2.7841,2.788,2010-08-05 10:30:15.005,Intermediário
2.7774,2.7808,2010-08-05 11:00:22.327,Intermediário
2.7795,2.7831,2010-08-05 11:30:14.224,Intermediário
2.7785,2.7819,2010-08-05 12:00:14.56,Intermediário
2.779,2.7826,2010-08-05 12:30:13.353,Intermediário
2.7827,2.7863,2010-08-05 13:00:17.927,Intermediário
2.7836,2.7871,2010-08-05 13:30:14.736,Intermediário
2.7829,2.7864,2010-08-05 14:00:18.485,Intermediário
2.7847,2.7882,2010-08-05 14:30:14.452,Intermediário
2.7857,2.7894,2010-08-05 15:00:18.437,Intermediário
2.7817,2.7852,2010-08-05 15:30:14.532,Intermediário
2.7799,2.7838,2010-08-05 16:00:16.379,Intermediário
2.7825,2.7864,2010-08-05 16:30:22.596,Fechamento Interbancário
2.7836,2.7856,2010-08-05 17:41:51.674,Fechamento
2.7808,2.7972,2010-08-06 09:24:12.305,Abertura
2.789,2.7933,2010-08-06 09:30:16.782,Intermediário
2.7976,2.8014,2010-08-06 10:00:18.77,Intermediário
2.7991,2.8026,2010-08-06 10:30:15.671,Intermediário
2.8002,2.8038,2010-08-06 11:00:15.803,Intermediário
2.8041,2.8077,2010-08-06 11:30:18.988,Intermediário
2.8098,2.8134,2010-08-06 12:00:20.557,Intermediário
2.8118,2.8153,2010-08-06 12:30:14.68,Intermediário
2.8081,2.8118,2010-08-06 13:00:17.032,Intermediário
2.8058,2.8095,2010-08-06 13:30:14.94,Intermediário
2.8061,2.8097,2010-08-06 14:00:25.837,Intermediário
2.8082,2.8118,2010-08-06 14:30:16.707,Intermediário
2.8097,2.8132,2010-08-06 15:00:16.893,Intermediário
2.8079,2.8116,2010-08-06 15:30:15.075,Intermediário
2.8049,2.8084,2010-08-06 16:00:14.895,Intermediário
2.804,2.8077,2010-08-06 16:30:15.491,Fechamento Interbancário
2.8021,2.8039,2010-08-06 17:37:14.494,Fechamento
2.7923,2.8086,2010-08-09 09:26:09.365,Abertura
2.7964,2.7999,2010-08-09 09:30:20.534,Intermediário
2.7969,2.8005,2010-08-09 10:00:20.483,Intermediário
2.7971,2.8008,2010-08-09 10:30:15.181,Intermediário
2.7999,2.8037,2010-08-09 11:00:17.741,Intermediário
2.8022,2.8058,2010-08-09 11:30:16.033,Intermediário
2.7989,2.8024,2010-08-09 12:00:15.854,Intermediário
2.796,2.7998,2010-08-09 12:30:16.388,Intermediário
2.793,2.7966,2010-08-09 13:00:17.958,Intermediário
2.7874,2.791,2010-08-09 13:30:14.813,Intermediário
2.7881,2.7917,2010-08-09 14:00:16.957,Intermediário
2.7855,2.7892,2010-08-09 14:30:14.227,Intermediário
2.7859,2.7896,2010-08-09 15:00:16.765,Intermediário
2.7834,2.7871,2010-08-09 15:30:14.846,Intermediário
2.7814,2.7852,2010-08-09 16:00:15.582,Intermediário
2.7832,2.7869,2010-08-09 16:30:25.324,Fechamento Interbancário
2.7878,2.7896,2010-08-09 17:37:03.039,Fechamento
2.7566,2.7725,2010-08-10 09:20:16.051,Abertura
2.7624,2.7659,2010-08-10 09:30:14.18,Intermediário
2.7676,2.7711,2010-08-10 10:00:16.369,Intermediário
2.765,2.769,2010-08-10 10:47:29.856,Intermediário
2.7658,2.7693,2010-08-10 11:00:16.304,Intermediário
2.7653,2.769,2010-08-10 11:30:15.632,Intermediário
2.773,2.7765,2010-08-10 12:00:17.362,Intermediário
2.7702,2.7738,2010-08-10 12:30:14.183,Intermediário
2.776,2.7796,2010-08-10 13:00:17.855,Intermediário
2.7764,2.7799,2010-08-10 13:30:16.353,Intermediário
2.7796,2.7829,2010-08-10 14:00:19.654,Intermediário
2.7792,2.7827,2010-08-10 14:30:13.278,Intermediário
2.7787,2.7822,2010-08-10 15:00:16.889,Intermediário
2.7896,2.7931,2010-08-10 15:30:14.501,Intermediário
2.7876,2.7912,2010-08-10 16:00:15.502,Intermediário
2.7833,2.787,2010-08-10 16:30:13.039,Fechamento Interbancário
2.7845,2.7863,2010-08-10 17:36:41.776,Fechamento
2.7671,2.7831,2010-08-11 09:16:15.118,Abertura
2.773,2.7767,2010-08-11 09:30:15.522,Intermediário
2.7683,2.7718,2010-08-11 10:04:09.704,Intermediário
2.7719,2.7756,2010-08-11 10:30:15.672,Intermediário
2.7694,2.7728,2010-08-11 11:00:19.113,Intermediário
2.765,2.7683,2010-08-11 11:30:15.181,Intermediário
2.7736,2.7769,2010-08-11 12:00:16.361,Intermediário
2.7688,2.7725,2010-08-11 12:30:15.559,Intermediário
2.7717,2.7754,2010-08-11 13:00:16.371,Intermediário
2.7708,2.7745,2010-08-11 13:30:14.603,Intermediário
2.7662,2.7699,2010-08-11 14:00:15.833,Intermediário
2.7671,2.7708,2010-08-11 14:30:14.957,Intermediário
2.7664,2.7701,2010-08-11 15:00:16.723,Intermediário
2.7662,2.7699,2010-08-11 15:30:14.821,Intermediário
2.7722,2.7757,2010-08-11 16:00:15.739,Intermediário
2.7715,2.7752,2010-08-11 16:30:20.734,Fechamento Interbancário
2.7676,2.7694,2010-08-11 17:37:23.508,Fechamento
2.761,2.7769,2010-08-12 09:12:10.263,Abertura
2.7678,2.7712,2010-08-12 09:30:16.04,Intermediário
2.7676,2.7711,2010-08-12 10:02:13.823,Intermediário
2.7719,2.7754,2010-08-12 10:30:14.845,Intermediário
2.7636,2.767,2010-08-12 11:01:27.429,Intermediário
2.7573,2.7608,2010-08-12 11:30:13.508,Intermediário
2.7611,2.7646,2010-08-12 12:00:17.323,Intermediário
2.752,2.7554,2010-08-12 12:30:14.136,Intermediário
2.7531,2.7566,2010-08-12 13:00:15.329,Intermediário
2.7517,2.7552,2010-08-12 13:30:14.098,Intermediário
2.7537,2.7571,2010-08-12 14:00:15.614,Intermediário
2.7545,2.7582,2010-08-12 14:30:14.634,Intermediário
2.7582,2.7616,2010-08-12 15:00:17.495,Intermediário
2.7574,2.7609,2010-08-12 15:30:14.927,Intermediário
2.7583,2.7619,2010-08-12 16:00:15.715,Intermediário
2.7597,2.7632,2010-08-12 16:30:15.331,Fechamento Interbancário
2.7602,2.7618,2010-08-12 17:47:28.883,Fechamento
2.7554,2.7712,2010-08-13 09:20:12.983,Abertura
2.7624,2.766,2010-08-13 09:30:15.711,Intermediário
2.7612,2.7649,2010-08-13 10:00:18.208,Intermediário
2.7547,2.7582,2010-08-13 10:30:13.497,Intermediário
2.7576,2.7611,2010-08-13 11:00:15.122,Intermediário
2.7544,2.758,2010-08-13 11:30:14.468,Intermediário
2.7585,2.7618,2010-08-13 12:00:15.05,Intermediário
2.7572,2.7605,2010-08-13 12:30:14.208,Intermediário
2.7575,2.761,2010-08-13 13:00:15.509,Intermediário
2.7594,2.7631,2010-08-13 13:30:12.704,Intermediário
2.761,2.7645,2010-08-13 14:00:14.173,Intermediário
2.7612,2.7649,2010-08-13 14:30:13.754,Intermediário
2.7583,2.7617,2010-08-13 15:00:15.441,Intermediário
2.7607,2.7642,2010-08-13 15:30:13.97,Intermediário
2.7591,2.7625,2010-08-13 16:00:14.3,Intermediário
2.7608,2.7645,2010-08-13 16:30:12.514,Fechamento Interbancário
2.7621,2.7639,2010-08-13 17:38:07.098,Fechamento
2.7545,2.7706,2010-08-16 09:24:15.405,Abertura
2.76,2.7635,2010-08-16 09:30:15.013,Intermediário
2.7652,2.7689,2010-08-16 10:00:17.345,Intermediário
2.7606,2.7641,2010-08-16 10:30:17.581,Intermediário
2.7631,2.7667,2010-08-16 11:00:16.807,Intermediário
2.7675,2.771,2010-08-16 11:30:15.861,Intermediário
2.7616,2.7649,2010-08-16 12:00:19.272,Intermediário
2.7574,2.7609,2010-08-16 12:30:15.74,Intermediário
2.7544,2.7579,2010-08-16 13:00:16.755,Intermediário
2.7541,2.7576,2010-08-16 13:30:19.22,Intermediário
2.7515,2.755,2010-08-16 14:00:16.749,Intermediário
2.7499,2.7534,2010-08-16 14:30:15.241,Intermediário
2.7495,2.7532,2010-08-16 15:00:15.976,Intermediário
2.7506,2.7541,2010-08-16 15:30:17.986,Intermediário
2.7481,2.7516,2010-08-16 16:00:20.763,Intermediário
2.7452,2.7488,2010-08-16 16:30:23.326,Fechamento Interbancário
2.7578,2.7596,2010-08-16 17:38:46.468,Fechamento
2.7269,2.7429,2010-08-17 09:18:16.962,Abertura
2.7325,2.7361,2010-08-17 09:30:14.588,Intermediário
2.7339,2.7373,2010-08-17 10:00:19.33,Intermediário
2.7335,2.737,2010-08-17 10:30:14.571,Intermediário
2.7312,2.7347,2010-08-17 11:00:16.732,Intermediário
2.7242,2.7277,2010-08-17 11:34:04.548,Intermediário
2.7265,2.7298,2010-08-17 12:00:16.631,Intermediário
2.7277,2.7312,2010-08-17 12:30:13.622,Intermediário
2.7276,2.731,2010-08-17 13:00:18.852,Intermediário
2.7267,2.7301,2010-08-17 13:30:16.079,Intermediário
2.726,2.7296,2010-08-17 14:00:15.948,Intermediário
2.7268,2.7303,2010-08-17 14:30:13.191,Intermediário
2.7254,2.7289,2010-08-17 15:00:15.447,Intermediário
2.7248,2.7282,2010-08-17 15:30:14.746,Intermediário
2.7275,2.7312,2010-08-17 16:00:16.466,Intermediário
2.7299,2.7334,2010-08-17 16:30:14.828,Fechamento Interbancário
2.7284,2.73,2010-08-17 17:36:29.771,Fechamento
2.7388,2.755,2010-08-18 09:29:08.172,Abertura
2.7407,2.7447,2010-08-18 09:34:18.805,Intermediário
2.7377,2.7412,2010-08-18 10:05:40.477,Intermediário
2.7356,2.7391,2010-08-18 10:30:15.272,Intermediário
2.7338,2.7371,2010-08-18 11:00:16.42,Intermediário
2.7284,2.7319,2010-08-18 11:30:16.822,Intermediário
2.7322,2.7355,2010-08-18 12:00:15.494,Intermediário
2.7314,2.7347,2010-08-18 12:30:14.506,Intermediário
2.7345,2.738,2010-08-18 13:00:14.895,Intermediário
2.7332,2.7368,2010-08-18 13:30:13.699,Intermediário
2.7332,2.7366,2010-08-18 14:00:14.502,Intermediário
2.7299,2.7333,2010-08-18 14:30:13.727,Intermediário
2.7314,2.7349,2010-08-18 15:00:16.092,Intermediário
2.7333,2.737,2010-08-18 15:30:13.356,Intermediário
2.7324,2.7359,2010-08-18 16:00:18.081,Intermediário
2.7314,2.7349,2010-08-18 16:30:14.838,Fechamento Interbancário
2.7306,2.7322,2010-08-18 17:37:46.444,Fechamento
2.7361,2.7521,2010-08-19 09:22:10.766,Abertura
2.7422,2.7455,2010-08-19 09:30:14.077,Intermediário
2.7525,2.756,2010-08-19 10:00:14.259,Intermediário
2.7521,2.7556,2010-08-19 10:30:14.213,Intermediário
2.7555,2.759,2010-08-19 11:03:25.618,Intermediário
2.7544,2.7577,2010-08-19 11:30:15.361,Intermediário
2.7545,2.7578,2010-08-19 12:00:15.792,Intermediário
2.7579,2.7612,2010-08-19 12:30:13.539,Intermediário
2.7503,2.7538,2010-08-19 13:00:14.658,Intermediário
2.7473,2.7508,2010-08-19 13:30:13.461,Intermediário
2.7512,2.7548,2010-08-19 14:00:16.623,Intermediário
2.7461,2.7494,2010-08-19 14:30:13.415,Intermediário
2.7475,2.751,2010-08-19 15:00:14.483,Intermediário
2.7417,2.7452,2010-08-19 15:30:13.635,Intermediário
2.7407,2.7444,2010-08-19 16:00:15.509,Intermediário
2.7376,2.7411,2010-08-19 16:30:14.84,Fechamento Interbancário
2.7417,2.7433,2010-08-19 18:04:29.752,Fechamento
2.7248,2.7405,2010-08-20 09:24:09.461,Abertura
2.7308,2.7341,2010-08-20 09:30:15.804,Intermediário
2.7311,2.7346,2010-08-20 10:00:16.241,Intermediário
2.7308,2.7342,2010-08-20 10:30:14.157,Intermediário
2.7332,2.7366,2010-08-20 11:00:14.814,Intermediário
2.7341,2.7375,2010-08-20 11:30:20.315,Intermediário
2.7337,2.7373,2010-08-20 12:00:15.957,Intermediário
